itemNumber	string	score
22252	koraalriffen, koolstofverbindingen, grotten, sponzen (dierku	1
22253	kalimantan	1
22254	chemische analyses, chromatografie , geneesmiddelen	1
22255	zwakke wisselwerking	1
22256	statistische toetsen, beperkingen	1
22257	taalgebruik, medicalisering	1
22258	huisartsgeneeskunde , geestelijke gezondheidszorg, ziekte, g	1
22259	1945-1985	1
22260	transistoren, ppv	1
22261	partnerkeuze, sociale vergelijking	1
22262	anoxie	1
22263	biotest	1
22264	broncho-alveolaire $lavage	1
22265	cd45-antigen	1
22266	mmunologie (geneeskunde)	1
22267	frequentietoewijzing	1
22268	stochastische modellen	1
22269	sequentièele analyse (statistiek)	1
22270	parkeren	1
22271	grenslagen, polystyreen , wisselwerking, krachten	1
22272	monolayers, adsorptie,	1
22273	amputatie , benen (ledematen), ouderen	1
22274	bestuursrecht: algemeen; pseudowetgeving	1
22275	interleukine-10	1
22276	rivaliteit	1
22277	jaloezie	1
22278	darmflora, anaèerobe bacterièen, fermentatie	1
22279	trichogramma	1
22280	feromonen	1
22281	putatieve titel	1
22282	rhodobacter sphaeroides , stoftransport, regelmechanismen	1
22283	autonoom zenuwstelsel, gedrag	1
22284	(scheikunde), troponine, creatinekinase, coronaire hartziekt	1
22285	44.85 cardiologie angioplastiek, hartspier, beschadiging, me	1
22286	emigratie	1
22287	1967-1990	1
22288	vergentie	1
22289	scheelzien	1
22290	anisotropie	1
22291	water , clusters (natuurkunde), druppels , waterstofbruggen,	1
22292	spectroscopie; femtoseconde-chemie, dynamica, vibratiespectr	1
22293	spectrochemische analyse,	1
22294	lactococcen, genetische manipulatie, dna	1
22295	taalontwikkeling, taalstoornissen, kinderen	1
22296	katalysatoren , oplosmiddelen	1
22297	fosfines, koolmonoxide, polyketonen, sulfonen,	1
22298	patièenten	1
22299	infecties, biomaterialen, orthopedie	1
22300	kunstverzamelaars	1
22301	tekeningen	1
22302	verzamelen	1
22303	1732-1833	1
22304	geschiedenis van de tekenkunst	1
22305	denemarken	1
22306	kunstenaarskolonies	1
22307	beeldende kunstenaars	1
22308	hart, aangeboren afwijkingen	1
22309	spectrometrie, moleculaire dynamica proefschriften (vorm)	1
22310	hemoglobine, glycolyse, bepaling, klinische chemie	1
22311	hartritmestoornissen, elektrofysiologie , hemodynamica	1
22312	diethyl(isocyanomethyl)fosfonaat, alfa-isocyanomethylfosfona	1
22313	17-ketosteroèiden,	1
22314	strategische planning, productie	1
22315	medische sociologie; welzijn, stress	1
22316	beleidsinstrumenten, rechtshandhaving	1
22317	milieurecht, verfindustrie ,	1
22318	milieuregulering	1
22319	33.68 oppervlakken, grenslagen, dunne lagen	1
22320	eiwitten, structuur, stabiliteit	1
22321	(biochemie) proteïnasen, bacillus,	1
22322	algemeen; sterevolutie, sterbevolking,	1
22323	sterren(stelsels)	1
22324	shunts, aangeboren afwðkingen, hart, kinderen	1
22325	polyetheen, polylactiden, vezels (materiaal), structuur, ste	1
22326	positronemissietomografie, radiofarmaca, beta	1
22327	rekristallisatie	1
22328	allen	1
22329	ontzilting	1
22330	fysische processen (procestechnologie) afvalwaterbehandeling	1
22331	lobus frontalis cerebr	1
22332	sociale cognitie	1
22333	rekeningrijden	1
22334	autogebruik	1
22335	acceptatie	1
22336	prijsbeleid	1
22337	hartinfarct, elektrocardiografie, prognose (geneeskunde), th	1
22338	mycosen	1
22339	chitine	1
22340	chitinasen	1
22341	hartrevalidatie	1
22342	moleculaire zeven	1
22343	ultrastructuur	1
22344	antibacteriële middelen	1
22345	vruchtwater	1
22346	foetale chirurgie	1
22347	postnatale zorg	1
22348	depressies (psychiatrie), vragenlijsten	1
22349	zandraket, abscisinezuur, stomata	1
22350	strafrecht, schuld	1
22351	nederduits, dialecten, doopsgezinden	1
22352	west-siberièe	1
22353	openbaar ministerie, strafvervolging	1
22354	tsjechië	1
22355	educatieve televisie	1
22356	peptidasen, lactococcus lactis	1
22357	cyclofosfazenen	1
22358	35.48	1
22359	schizofrenie, angststoornissen, glutamaat,	1
22360	duurzame ontwikkeling, huishoudingen,	1
22361	psalmberijmingen	1
22362	monitoring , eiwitten, biologische markers	1
22363	milieuverontreiniging,	1
22364	methoden en technieken van de milieukunde	1
22365	pensioen	1
22366	papierfabricage	1
22367	visuele waarneming, aandacht	1
22368	buonaccorso da montemagno il giovane (ca1391-1429)	1
22369	politieke theorieèen, middeleeuwen, ridderschap, tekstuitg	1
22370	bourgondièe	1
22371	genesis (bijbelboek), numerieke methoden, richteren (bijbelb	1
22372	invarianten, manifolds, dynamische	1
22373	meervoudig onverzadigde vetzuren, inositol, polyaminen , toc	1
22374	moedermelk, lactatie, flesvoeding	1
22375	voeding (persoonlijke gezondheidszorg) kindergeneeskunde	1
22376	diabetes mellitus, kinderen, patiëntenvoorlichting	1
22377	kevers	1
22378	koninginnepage	1
22379	kleurtheorie	1
22380	eczeem, handen, armen (ledematen), beroepsziekten, bouwnijve	1
22381	biodegradatie, dehalogenases, halogeenverbindingen, alifatis	1
22382	vertalingen (vorm)	1
22383	handelingen van andreas	1
22384	hopf-bifurcatie, dynamische systemen	1
22385	aorta , arteria pulmonalis, bypassoperaties, lammeren , vaso	1
22386	aneurysmata , stents	1
22387	stakingsrecht , rechtspraak, europees sociaal handvest	1
22388	mede-eigendom	1
22389	gemeenschap (recht)	1
22390	86.24	1
22391	management, modellen (theorie)	1
22392	decision support systems, financieel	1
22393	zwangerschap, complicaties , erfelijke ziekten, hemoglobine,	1
22394	schorren, herstel, natuurbehoud	1
22395	osteosarcoma, genetica	1
22396	elites	1
22397	collageen , medische genetica	1
22398	kinderen, sociale interactie, spel	1
22399	sociale interactie en relaties, 77.55 psychologie van kind e	1
22400	penicilline	1
22401	optische hallucinaties	1
22402	classificaties (vorm)	1
22403	1900-2000;	1
22404	1905-1980	1
22405	suikermalabsorptie , diagnose, kinderen	1
22406	leerplannen, evaluatie	1
22407	onderwijsresearch: algemeen	1
22408	hersenen, positronemissietomografie, dopamine, receptoren;	1
22409	hypothalamus , pancreas , bijnieren, neuro-endocrinologie	1
22410	mestcellen	1
22411	ijzerverbindingen, glycopeptiden , bleomycine, oxidatie, dna	1
22412	psychisch gestoorden	1
22413	44.91 psychiatrie	1
22414	onvoltooid verleden tijd, frans	1
22415	memphis (egypte), necropolen	1
22416	1200 v.c.-800 v.c.	1
22417	1500 v.c.-1200 v.c.	1
22418	vc1550-vc1000	1
22419	zakelijke overeenkomsten	1
22420	zwitterionen	1
22421	buikvliesontsteking, chirurgie (geneeskunde)	1
22422	spieren, zenuwbeschadiging, atrofie ,	1
22423	levensbeschouwing	1
22424	85.02	1
22425	gauss-processen	1
22426	concordanties	1
22427	unificatietheorie	1
22428	holografie	1
22429	haploïdie, genetische variatie, populatiegenetica,	1
22430	allelen, aanleg, dna-onderzoek, merkstoffen (scheikunde)	1
22431	clusters (natuurkunde), supersone expansie, benzeen, tolueen	1
22432	kwantumchromodynamica, propagatoren , gluonen	1
22433	farmacodynamica, synapsen	1
22434	xylyleen	1
22435	tandglazuur, fluoriden	1
22436	medische registratie	1
22437	gegevens	1
22438	zwangerschap, endotoxinen, eclampsie, bruine	1
22439	cyclothymie	1
22440	pisces; vissen (dierkunde), archeologie,	1
22441	romeinse oudheid	1
22442	velsen	1
22443	hoornvlies	1
22444	afsluiters	1
22445	cyclofosfazenen , cytotoxiciteit , synthese (chemie), struct	1
22446	autosnelwegen, planning, methodologie	1
22447	zwavelverbindingen , intermediairen , organische chemie	1
22448	fosfolipasen, pancreas , structuur	1
22449	overgangsmetalen, oxiden, elektronenstructuur	1
22450	submillimeterstraling , detectoren,	1
22451	1550-1852	1
22452	kerkzang, kerkliederen, gereformeerden, protestantisme, ered	1
22453	maximaalfuncties	1
22454	grafische voorstellingen	1
22455	bacterièele infecties	1
22456	contactlenzen	1
22457	gadolinium	1
22458	organisatieverandering, banken (financiële instellingen)	1
22459	reclame, dienstensector	1
22460	porfyrie , laboratoriumdiagnostiek, porfyrinen	1
22461	besloten vennootschappen naamlozevennootsch	1
22462	kinderen, stress, verpleging, injecties (geneeskunde)	1
22463	vaatontstekingen, septikemie, leukocyten, activering, autoan	1
22464	grampositieve bacteriën, bacteriocinen	1
22465	huid, wondgenezing, kunsthuid , polyether urethaan	1
22466	sterke wisselwerking	1
22467	33.44	1
22468	tekstbegrip, sekseverschillen, vreemde talen	1
22469	dubbellagen	1
22470	channeling effect	1
22471	ziekten, schizofrenie, intramurale gezondheidszorg , bescher	1
22472	psychiatrische patiënten, chronische	1
22473	keuzegedrag, besluitvorming	1
22474	dienstverlening, overheidsbedrðven	1
22475	mededingingsrecht, europees recht, openbare	1
22476	sociotechnisch systeem, wetenschapsbeoefening	1
22477	arbeidsorganisatie	1
22478	glomerulopathie , pathologie	1
22479	wet op de jaarrekening, vrijstellingen, concerns ,	1
22480	bloed, elektrische eigenschappen , impedantie ,	1
22481	elektrocardiografie	1
22482	monoklonale gammopathie , gammopathie , immunoglobulinen	1
22483	motorische ontwikkeling, kinderen	1
22484	hypothyreoèidie, cognitieve ontwikkeling,	1
22485	glycosyltransferasen, lactobacillus	1
22486	sport, beweging (activiteit), ouderen	1
22487	bacillus subtilis, eiwitten, secretie ,	1
22488	egyptisch	1
22489	18.78	1
22490	onderwijs, landbouwonderwijs	1
22491	onderwijsvernieuwing, pedagogiek, basisonderwijs, voortgezet	1
22492	geschiedenis van het onderwijs, 80.01 geschiedenis van de pe	1
22493	besmetting	1
22494	fibrine	1
22495	longontsteking	1
22496	seksuele selectie, inprenting (dierkunde), seksueel dimorfis	1
22497	ladingsdichtheidgolven, koperoxiden, röntgendiffractie	1
22498	kunstzinnige vorming, esthetische ervaring, ruimtelijk inzic	1
22499	kunst in relatie tot andere gebieden van cultuur: algemeen	1
22500	huishoudelijke apparaten, ergonomie	1
22501	beeldschermen, visualisatie, interfaces, grafische gebruiker	1
22502	mobiele telefonie,	1
22503	machineleesbare gegevens, 53.76 telefonie	1
22504	vaatontstekingen, glomerulonefritis, autoantistoffen, cytopl	1
22505	vacuolen	1
22506	gaschromatografie , lipasen, 2,2-dimethyl-1,3-dioxolane-4-me	1
22507	hydrolasen, stereoselectiviteit, carboxylase , bacillus subt	1
22508	identificatie (psychologie)	1
22509	asymptotisch gedrag	1
22510	niet-lineaire modellen	1
22511	autocorrelatie	1
22512	metalloproteïnases, metalloproteïnen, extractie (scheikund	1
22513	coderingstheorie , numerieke wiskunde	1
22514	actine-bindende eiwitten	1
22515	leucine aminopeptidase	1
22516	tetralogie van $fallot	1
22517	bloedvolume	1
22518	hartkamers	1
22519	organische verbindingen: overige	1
22520	macromoleculaire chemie,	1
22521	atoomspectra	1
22522	33.32	1
22523	ambtelijke bevelen, strafuitsluitingsgronden	1
22524	revalidatie, integratie	1
22525	4farmacologie (geneeskunde)	1
22526	weegbree, genetica, variaties	1
22527	bantoetalen	1
22528	reclame, sigaretten, binnenlandse markt	1
22529	hulpverlening, joden, kinderen	1
22530	rechtsmiddelen , strafprocesrecht	1
22531	monocotyledoneae	1
22532	gezondheid, ouderen, beleving	1
22533	carbonzuren	1
22534	zijlijnorgaan, pos	1
22535	proton-proton-verstrooiing	1
22536	peroxysomen,	1
22537	alcoholoxidase	1
22538	acyl coa dehydrogenase	1
22539	lipogenese	1
22540	escherichia coli, celwanden, permeabiliteit, stoftransport,	1
22541	ed	1
22542	metingen	1
22543	myasthenia gravis	1
22544	testistumoren, kiemcellen	1
22545	vertalingen (vorm),	1
22546	interculturele communicatie, didactiek	1
22547	katalyse, chiraliteit, koper, stereoselectiviteit proefschri	1
22548	veroudering (biologie, psychologie), neuronen , hersenen, ni	1
22549	ministers zonder portefeuille	1
22550	rhodopseudomonas sphaeroides , fructose, fosfoenolpyruvaat ,	1
22551	diatomeeèen, estuaria	1
22552	luchtverontreiniging , zwaveldioxide, milieubeleid,	1
22553	overgangsmetalen, elektronenstructuur, verbindingen (chemie)	1
22554	deposities (scheikunde), elektronenmicroscopie, diamant	1
22555	composietmaterialen, 33.68 oppervlakken, grenslagen, dunne l	1
22556	sedativa	1
22557	sterven	1
22558	ziekte van hirschsprung	1
22559	grove den	1
22560	tarwe, deeg , gluten	1
22561	1,1,1-trichloorethaan	1
22562	gepakte kolommen	1
22563	tetrachloormethaan	1
22564	dominantie	1
22565	rechten van het $kind	1
22566	vreemdelingenrecht	1
22567	strafprocesrecht, strafrechtelijke sancties; korte gevangeni	1
22568	homogene ruimten	1
22569	ijs (natuur)	1
22570	cytokinen, genexpressie	1
22571	astma, t-lymfocyten, adenylcyclasen,	1
22572	visual evoked potentials	1
22573	beeldende kunstenaars , loopbaan,	1
22574	seksen en hun onderlinge verhoudingen	1
22575	bio-informatica, introns	1
22576	modellen (theorie) ; proefschriften (vorm)	1
22577	historia apollonii regis tyri (anoniem) proefschriften (vorm	1
22578	middeleeuws-latijnse letterkunde 0500-0550	1
22579	nitrificatie	1
22580	stikstofbinding	1
22581	genotmiddelenindustrie	1
22582	flexibele productiesystemen	1
22583	diabetes mellitus type 1, zwangerschap,	1
22584	ontwikkelingsstoornissen, foetussen, beweging (activiteit)	1
22585	atoomkernen , inelastische verstrooiing, aangeslagen toestan	1
22586	mellitus	1
22587	buss-kneader	1
22588	acrylaten	1
22589	onderkaak , röntgendiagnostiek	1
22590	nierceltumoren, erfelijkheid, genen	1
22591	51.54	1
22592	moedertaal, tweede taal, gebarentaal, verhalen	1
22593	ijzer (metaal), borium, moessbauer effect, röntgendiffracti	1
22594	urinestenen	1
22595	klinische chemie	1
22596	chemometrie	1
22597	35.05	1
22598	screening, syndroom van down, prenatale diagnose	1
22599	condooms	1
22600	71.67	1
22601	predikanten, nederlandse hervormde kerk,	1
22602	buschauffeurs, gezondheid, arbeidsomstandigheden, steden	1
22603	vinylethers, caprolacton	1
22604	biomaterialen, zetmeel, dioxaan , modificatie, esters , copo	1
22605	elektromyografie, spierkracht	1
22606	hematomen	1
22607	moleculen, clusters (natuurkunde), optische eigenschappen ,	1
22608	molecuulspectra, interacties met fotonen	1
22609	grieks, onbepaalde wijs, aspect (taalkunde) proefschriften (	1
22610	vc500 v.c.-400 v.c.	1
22611	griekse taalkunde	1
22612	kwantumchemie, natuurlijke stoffen	1
22613	economisch evenwicht	1
22614	83.33	1
22615	longkanker, genetica	1
22616	filtratie	1
22617	genexpressie, chemotherapie, geneesmiddelenresistentie	1
22618	radioastronomie, sterrenstelsels	1
22619	reuzenresonantie , gammaverval , elektronen , positronen	1
22620	onderwijs aan bijzondere groepen: algemeen	1
22621	buitenschoolse vorming	1
22622	ontwikkeling van het onderwijs	1
22623	huisartsbezoek, medische consumptie	1
22624	organische verbindingen, enantiomeren ,	1
22625	eredienst, nederlandse hervormde kerk	1
22626	stoppen met roken	1
22627	sequenties, pancreas , ribonucleasen, pyrimidinen proefschri	1
22628	sympathisch zenuwstelsel	1
22629	ruggenmerg	1
22630	b-50	1
22631	rechtsstaat	1
22632	legaliteitsbeginsel, wetgeving, rechtszekerheid ,	1
22633	psychoanalytische	1
22634	seksuele afwijkingen	1
22635	mariene sedimenten, stikstof , zuurstof ,	1
22636	psychiatrische patiënten, scholing,	1
22637	diagnostiek, psychiatrie, modellen	1
22638	siezel, circadiaans ritme	1
22639	bronchuscarcinoom, immunologie	1
22640	reukstoornissen	1
22641	kallmann syndroom	1
22642	charge syndroom	1
22643	hypogonadisme	1
22644	4.660 italièe, 4.240 engeland ; proefschriften (vorm)	1
22645	psychiatrische patièenten	1
22646	beschermende woonvormen	1
22647	ziekte van parkinson, dopamine, acetylcholine, corpus striat	1
22648	ionenimplantatie	1
22649	kogelstralen, oppervlakken ,	1
22650	sikkelcelanemie, nierziekten	1
22651	monetaire politiek, emu	1
22652	kapitaalgoederen	1
22653	hartspier, ischemie, perfusie, hartritmestoornissen, reperfu	1
22654	borstbeen, ribben , pleura , tumoren, chirurgie (geneeskunde	1
22655	spondylodese	1
22656	aspecten, religieuze aspecten	1
22657	dode-zeerollen, gehandicapten, sociale	1
22658	schizofrenie, stemmingsstoornissen,	1
22659	kolonisten	1
22660	veldwerk	1
22661	romeinen (volk)	1
22662	coderingstheorie	1
22663	30.10 cybernetica en systeemtheorie	1
22664	stedelijk beleid	1
22665	functieleer: algemeen	1
22666	80.26	1
22667	cirrose, angiografie	1
22668	wetenschapsvoorlichting	1
22669	feministische theologie	1
22670	hart en bloedvaten, regelmechanismen, centraal zenuwstelsel	1
22671	justinianus i keizer van het byzantijnse rijk (482-565)	1
22672	digesten, vertalingen	1
22673	cyclofosfazenen, alkyllithium verbindingen , alkylmagnesium	1
22674	lichamelijk $letsel	1
22675	muscarine , acetylcholine, receptoren , hersenen	1
22676	hartinfarct, stamcellen	1
22677	diels-alder-reacties, methyloxyfuranonen ,	1
22678	metalloproteèinen	1
22679	fysische organische chemie ;	1
22680	consumptie, toegankelijkheid	1
22681	gezondheidszorg, medische	1
22682	ministerièele verantwoordelijkheid, openbaar bestuur	1
22683	leerdichten	1
22684	polyolefinen	1
22685	sociale $wenselijkheid	1
22686	methoden en technieken van de demografie	1
22687	kwaliteit van het bestaa	1
22688	nevenactiviteiten	1
22689	plattelandseconomie	1
22690	economische sectoren: overige	1
22691	theorieèen, vraag	1
22692	organisatieontwikkeling, kennismanagement proefschriften (vo	1
22693	kennisoverdracht, productiemiddelen,	1
22694	observatie	1
22695	58.13	1
22696	polyhydroxyalkanoaten	1
22697	cyclodextrins in pharmaceutical technology	1
22698	moedermelk	1
22699	endocrinologie	1
22700	prenatale $ontwikkeling	1
22701	dioxines	1
22702	pcb's	1
22703	milieutoxicologie	1
22704	schakelaars, data recording	1
22705	alkenen , chiraliteit, moleculaire	1
22706	drogen	1
22707	mallen	1
22708	aluminaten	1
22709	silicaten	1
22710	mesoscopische systemen	1
22711	angioplastiek, coronaire hartziekten	1
22712	kenia	1
22713	zoeogeografie	1
22714	oeverplanten	1
22715	mens-dier-relatie	1
22716	nijlpaarden	1
22717	zoeo-ecologie	1
22718	schoenenindustrie	1
22719	textielindustrie	1
22720	83.42	1
22721	blokkade	1
22722	linkshandigheid	1
22723	rechtshandigheid	1
22724	sjoukje maria diderika troelstra-bokma de boer (1860-1939)	1
22725	beloningen	1
22726	cerebrovasculair accident, cognitieve stoornissen	1
22727	cosmetica, bijwerkingen, allergie	1
22728	geschiedenis (vorm), economische aspecten ,	1
22729	technieken, informatiesysteemontwikkeling	1
22730	informatiebehoefte, wetenschappelijke	1
22731	membraanblaasjes, protonpompen , nicotinamide adenine dinucl	1
22732	cellen (biologie), biomaterialen, adhesie	1
22733	titaan, organometaalcomplexen, amidoverbindingen , imidoverb	1
22734	visuele informatie	1
22735	gezichtsvermogen	1
22736	financiële verslaglegging	1
22737	85.25	1
22738	onderwijsstimulering	1
22739	81.21	1
22740	hypertensie, nieren	1
22741	biomaterialen, polylactiden	1
22742	waterkwaliteit	1
22743	retentie metingen	1
22744	albigenzen, oorlogen	1
22745	15xx	1
22746	hepatitis-c	1
22747	uremie	1
22748	veen, moerasland	1
22749	fibrose , lever, geneesmiddelentransport	1
22750	uniforme distributie	1
22751	39.30	1
22752	overgangsmetalen, legeringen, elektronenstructuur	1
22753	aanpassing, grote weegbree	1
22754	planten, kooldioxide, broeikaseffect, groei,	1
22755	sociale werkplaatsen , personeelsopleiding	1
22756	corruptie, regeringen, economische groei	1
22757	facetogen	1
22758	fotoreceptoren	1
22759	rhodopsine	1
22760	rinocerossen	1
22761	opbouwwerk	1
22762	voltooid deelwoord, italiaans, congruentie (taalkunde)	1
22763	boraatglas	1
22764	submillimeterstraling	1
22765	infraroodastronomie, ontvangers (techniek),	1
22766	sojabonen , kunstmest, stikstofbinding	1
22767	plantenvoeding, bemestingsleer	1
22768	strafrecht: algemeen; overgangsrecht, strafrecht	1
22769	schizofrenie, cognitieve training	1
22770	glycogeenstapelingsziekten , stofwisselingsziekten, energieb	1
22771	glycosyltransferase	1
22772	faillissement, investeringen, bedrijfsfinanciering	1
22773	subjectiviteit , wetten, strafrecht	1
22774	verdelingen (functietheorie), hilbertruimten, representatie	1
22775	hersenen, amandelkern , epilepsie , gedrag, stress	1
22776	bloeddruk, zoutgebruik , kinderen	1
22777	populatiedynamica, ratelaar	1
22778	1976-1990	1
22779	1991-2001	1
22780	geschiedenis van afrika	1
22781	somalia	1
22782	antichrist , bijbel, apocriefen, deuterocanonieke boeken, do	1
22783	300 v.c.-0, 0-100	1
22784	tijd	1
22785	indonesische en maleisische taal- en/of letterkunde	1
22786	xylitol , cariës, remineralisatie	1
22787	datastructuren	1
22788	hardware	1
22789	streaming video	1
22790	steltlopers, stuitklieren, was, seizoeninvloeden	1
22791	85.15	1
22792	farmacodynamica	1
22793	belastingpolitiek, belastingrecht	1
22794	1800-1900 ;	1
22795	1805-1880	1
22796	sensitiviteit (groepentheorie)	1
22797	bacillus subtilis, membraanblaasjes, cytochroom-c-oxidase, p	1
22798	voordeelstoerekening , schadevergoeding, onrechtmatige daad,	1
22799	hulpverlening, afhankelijkheid (algemeen), verpleeghuizen, p	1
22800	schouders , huisartsgeneeskunde	1
22801	kristalvelden , gadolinium , dipolen	1
22802	financièele verslaglegging	1
22803	fraude	1
22804	31.10	1
22805	letterkunde	1
22806	triviale literatuur	1
22807	17.80	1
22808	77.46 emoties	1
22809	identiteit, emoties	1
22810	bibliotheken	1
22811	telescopen,	1
22812	koele sterren	1
22813	eiwitsynthese, biosynthese , bacillus subtilis	1
22814	42.30 microbiologie	1
22815	5408 !078663342!serotonine	1
22816	5407 !078454115!biologisch ritme	1
22817	5406 !078947332!voedselopname	1
22818	slaapritme	1
22819	banvloek, jozua (bijbelboek)	1
22820	basen	1
22821	58.51	1
22822	35.14	1
22823	the beatles, popmuziek, subcultuur, jeugd proefschriften (v	1
22824	196x	1
22825	populaire muziek, amusementsmuziek	1
22826	muzieksociologie	1
22827	aandachtstekortstoornis met hyperactiviteit	1
22828	onwillekeurige bewegingen	1
22829	rekken	1
22830	opvoedingsinstellingen	1
22831	residentiële instellingen	1
22832	jeugdcriminaliteit	1
22833	80.83	1
22834	cryptografie	1
22835	vergelijkingen van einstein	1
22836	koolplanten, zwavelverbindingen , voedingsstoffen, fysiologi	1
22837	lijdelijkheid, burgerlijk procesrecht,	1
22838	koemelkeiwit, overgevoeligheid,	1
22839	hansenula polymorpha, peroxysomen, alcoholoxidase	1
22840	steroïdhormonen	1
22841	machines, vervoermiddelen, kapitaalvorming , economische gro	1
22842	1800-1913	1
22843	contracturen	1
22844	spierstijfheid	1
22845	lipoamide dehydrogenase, azotobacter vinelandii , structuur	1
22846	transplantatie, galwegen	1
22847	chirurgie (geneeskunde), bacteriële infecties	1
22848	ondernemingskamers	1
22849	besloten vennootschappen	1
22850	naamloze vennootschappen	1
22851	1971-2004	1
22852	analgesie, chronische pijn	1
22853	multiple sclerose, demyelinisatie , extracellulaire matrix	1
22854	bacillus stearothermophilus	1
22855	4.210.230 groningen (stad)	1
22856	1000-1500, 1500-1600	1
22857	facialisverlammingen, chirurgie (geneeskunde), transplantati	1
22858	interferometrie , sterrenkunde	1
22859	1910-1954	1
22860	belgie	1
22861	sociale dilemma's, speltheorie,	1
22862	aspergillus japonicus,	1
22863	astrocytomen	1
22864	rhodium, liganden, boorzuur, symmetrie , chiraliteit, stereo	1
22865	duinvalleien	1
22866	accumulatie	1
22867	anticholinergica , radioreceptor bepaling , muscarine , cara	1
22868	oligothiofenen	1
22869	zwavel, zilver, intercalatieverbindingen , tweedimensionale	1
22870	biologisch ritme, signalen	1
22871	visuele informatie, bewegingswaarneming,	1
22872	quaternaire ammoniumverbindingen , farmacokinetica,	1
22873	gegevensopslag	1
22874	reumatoïde artritis, signalen,	1
22875	stuitligging , neuropathologie	1
22876	proefschriften (vorm)0	1
22877	chemotherapie, cisplatine, resistentie	1
22878	kapitaalbescherming, eu-richtlijnen	1
22879	europese unie, harmonisatie , vennootschapsrecht,	1
22880	taalverandering, dialecten, nederlands	1
22881	limburg (provincie, belgiè)	1
22882	brabant (belgièe)	1
22883	romans (teksten)	1
22884	bewerkingen (vorm)	1
22885	koran; koran	1
22886	administratieve boetes , wet administratiefrechtelijke handh	1
22887	strafprocesrecht, strafrechtelijke sancties verkeersdelicten	1
22888	interferometrie	1
22889	ziekte van parkinson, vermoeidheid , stemmingsstoornissen,	1
22890	nierfunctie , therapieën	1
22891	renine angiotensine systeem , hartfunctie ,	1
22892	klebsiella , citraten , stoftransport,	1
22893	collisie van rechtsregels, europese unie	1
22894	hemolysine	1
22895	sequentièele analyse (scheikunde)	1
22896	slowaken	1
22897	werkloosheid, gezondheid, adolescenten	1
22898	chorion villus biopsie , prenatale diagnose	1
22899	dna-bindende eiwitten, dna-onderzoek,	1
22900	hogedrukslangen, materiaalonderzoek	1
22901	pijpleidingen, appendages en vaten	1
22902	rijst, vergassing, afvalverwerking	1
22903	afvalverwerkingstechnieken	1
22904	35.43	1
22905	anicius manlius severinus boethius (ca480-524)	1
22906	1000-1500, 1500-1800	1
22907	de consolatione philosophiae (boethius), receptie	1
22908	11xx-16xx	1
22909	zinc fingers	1
22910	vergif	1
22911	hybride organisaties, personeelsmanagement, productiemanagem	1
22912	internationale ondernemingen,	1
22913	endocytose, lever	1
22914	stadsvernieuwing, wijken, besluitvorming	1
22915	ontstekingen (geneeskunde), micro-organismen, heupgewricht ,	1
22916	economische modellen, eigenwaarden, vectoren (wiskunde)	1
22917	kloneren	1
22918	getijdezones, wieren, kwantitatieve analyse, optische method	1
22919	42.92 hydrobiologie	1
22920	attitudeverandering, groepen (sociologie)	1
22921	77.33	1
22922	vetplantenfamilie, secundary metabolites, evolutie	1
22923	wettelijke aansprakelijkheid	1
22924	strafrechtspleging	1
22925	economische ordening	1
22926	86.62	1
22927	therapeutische processen	1
22928	biodegradatie, bacterièen, tolueen ,	1
22929	metalen, roosterfouten, wisselwerking, breuken	1
22930	roosterdynamica	1
22931	historia alexandri magni (anoniem)	1
22932	18.43	1
22933	tibolon, seksuele stoornissen, seksualiteit, libido, postmen	1
22934	sociale vergelijking, emoties	1
22935	jeugdcriminaliteit, attituden	1
22936	deviant gedrag	1
22937	ovaria , tumoren, dna microarrays, epidermale groeifactor, r	1
22938	autoantistoffen	1
22939	t-lymfocyten, immuniteit, bloedvaten, vaatontstekingen, auto	1
22940	kristalroosters, modulatie (b-wetenschappen), symmetrie , te	1
22941	ne bis in idem	1
22942	herzieningen	1
22943	apolipoproteèinen, lage dichtheid, genexpressie,	1
22944	regelmechanismen, lever, kippen	1
22945	psychodiagnostiek, huisartsen	1
22946	spin echo , moleculaire kristallen	1
22947	diabetes mellitus, hart- en vaatziekten,	1
22948	transplantatie, lever, perfusie	1
22949	kwantitatieve analyse	1
22950	grondonderzoek	1
22951	isotretinoèine	1
22952	thyreotropine, prolactine , hyperthyreoèidie, hypothyreoèi	1
22953	ionentransport, stofwisseling	1
22954	hypertensie, erytrocyten, kationen , natrium ,	1
22955	'elektroretinografie , apparatuur	1
22956	nicaragua; proefschriften (vorm)	1
22957	buitenlandse schulden, im	1
22958	1987-1988	1
22959	myelosuppressie	1
22960	levercellen , geneesmiddelen, stofwisseling	1
22961	taalgebruik, cognitieve processen	1
22962	krommen, jacobianen	1
22963	differentiaalmeetkunde	1
22964	transactiekosten	1
22965	slaapstoornissen, gedragstherapie, teleac, televisiecursusse	1
22966	slapen, dromen	1
22967	welzijn, ouderen, beleving	1
22968	luchtwegen (anatomie), neurotransmissie, cholinerge mechanis	1
22969	jeugd (sociologie)	1
22970	cyclopropaan , bicyclopropyl , vinylcyclopropaan , kristalst	1
22971	milaan (stad)	1
22972	beeldvorming, stadscultuur	1
22973	stadsgeschiedenis (wetenschap)	1
22974	nationaal bewustzijn	1
22975	romantiek	1
22976	exoplaneten, ontstaansgeschiedenis	1
