itemNumber	string	score
51363	serum-free medium	1
51364	chemically defined medium	1
51365	host cell repertoire	1
51366	attenuated vaccine	1
51367	colo(u)red range searching	1
51368	significant-presence range query	1
51369	window query

rectangle intersection query	1
51370	bounding-volume hierarchy	1
51371	r-tree	1
51372	geometric minimum-diameter spanning tree	1
51373	t-spanner	1
51374	history of statistics	1
51375	intuitionism	1
51376	ur-intuition of mathematics	1
51377	possible cardinalities	1
51378	logic and mathematics	1
51379	solipsism	1
51380	continuum	1
51381	objectivity	1
51382	apriori	1
51383	actual infinite	1
51384	mepolizumab	1
51385	urinary tract infections	1
51386	type 1 fimbriae	1
51387	post war neighbourhoods	1
51388	deviant behaviour	1
51389	neighbourhood attachment	1
51390	civic culture	1
51391	collaborative planning	1
51392	rotaliida	1
51393	cibicides	1
51394	uvigerina	1
51395	microhabitat	1
51396	teenage pregnancy	1
51397	rural-urban migration	1
51398	salivary ducts	1
51399	head-and-neck	1
51400	radiation  therapy	1
51401	3d mr sialography	1
51402	set-up errors	1
51403	parotid gland	1
51404	mr sialography	1
51405	catabolic products	1
51406	cartilage markers	1
51407	link protein	1
51408	cathepsin b	1
51409	canine mammary tumors	1
51410	reflection reduction	1
51411	alkaline etching	1
51412	multicrystalline silicon	1
51413	surface morphology	1
51414	geometrical texturisation	1
51415	thin silicon wafers	1
51416	ray-tracing	1
51417	warfare	1
51418	tactics	1
51419	tactical systems	1
51420	emotional experience	1
51421	emotional perception	1
51422	facial affect recognition	1
51423	negative symptoms	1
51424	semiconductor nanocrystals	1
51425	luminescence decay measurements	1
51426	electrochemical etching	1
51427	natural versus captive diets	1
51428	macro nutrients	1
51429	retention time	1
51430	steady relationships	1
51431	hiv prevention	1
51432	online prevention	1
51433	hiv-seroconversion	1
51434	negotiated safety	1
51435	sexual risk behavior	1
51436	unprotected anal intercourse	1
51437	il-5	1
51438	il-5 receptor (il-5r)	1
51439	cyclogenesis	1
51440	extra-tropical	1
51441	growth mechanisms	1
51442	baroclinic instability	1
51443	finite-time instability	1
51444	potential vorticity	1
51445	optimal perturbations	1
51446	tension-free vaginal tape (tvt)	1
51447	incontinence impact questionnaire (iiq-7)	1
51448	urogenital distress inventory (udi-6)	1
51449	urge incontinence	1
51450	overactive bladder (oab wet)	1
51451	urinary retention	1
51452	overactive bladder symptoms	1
51453	depth probe	1
51454	microsaccades	1
51455	blinks	1
51456	vergence	1
51457	perceptual rivalry	1
51458	binocular rivalry	1
51459	reflexivization	1
51460	georgian	1
51461	body-part reflexives	1
51462	subject anaphors	1
51463	proxy reading	1
51464	verbal reflexive	1
51465	fcalphari	1
51466	fcgammar	1
51467	lateral masking	1
51468	genetic algorithm	1
51469	evolutionary programming	1
51470	uncertainty reduction	1
51471	technological forecasting	1
51472	groundwater quality prediction	1
51473	everyday life	1
51474	turkish immigrant women	1
51475	spatial behavior	1
51476	relational approach	1
51477	enschede	1
51478	uv-vis-nir	1
51479	quantitative	1
51480	dehydrogenation	1
51481	propane	1
51482	micro-ct	1
51483	statistical reconstruction	1
51484	image artifacts	1
51485	image quality	1
51486	hexose transport	1
51487	slt2	1
51488	glucose-response complex	1
51489	geometric algorithms	1
51490	gir	1
51491	nucleotide-binding oligomerization domain receptors	1
51492	vulnerable plaques	1
51493	monocytes/macrophages	1
51494	adhesion and migration	1
51495	fetal anomaly	1
51496	risk factors for maladjustment	1
51497	down's syndrome	1
51498	prenatal screening tests	1
51499	posttraumatic stress symptoms	1
51500	reactive mixing	1
51501	transverse dispersion	1
51502	sawteeth	1
51503	current drive	1
51504	human righ	1
51505	iccpr	1
51506	cedaw	1
51507	hamster	1
51508	canine	1
51509	cysteine peptidase	1
51510	attenuated	1
51511	hpa-axis activity	1
51512	domestic jurisdiction	1
51513	commission on human rights	1
51514	special procedures	1
51515	thematic procedures	1
51516	working group on enforced or involuntary disappearances	1
51517	special rapporteur on torture	1
51518	working group on arbitrary detent	1
51519	manifest vascular disease	1
51520	definitions	1
51521	ferritin	1
51522	collateralformation	1
51523	postprandial endothelial function	1
51524	identity construction	1
51525	advertising agencies	1
51526	career paths	1
51527	newcastle disease	1
51528	pseudovogelpest	1
51529	rationalization	1
51530	sawmilling	1
51531	planing	1
51532	mills	1
51533	outturn	1
51534	rationalisering	1
51535	zagen (activiteit)	1
51536	schaven	1
51537	molens	1
51538	opbrengst	1
51539	river danube	1
51540	donau	1
51541	corolla	1
51542	fruit rots	1
51543	bloemkroon	1
51544	vruchtrot	1
51545	soya sauce	1
51546	transgenic animals	1
51547	transgenics	1
51548	transgene dieren	1
51549	transgenen	1
51550	slaughterhouse waste	1
51551	slachthuisafval	1
51552	cauliflower mosaic virus	1
51553	bloemkoolmozaïekvirus	1
51554	interphase	1
51555	preparations	1
51556	interfase	1
51557	preparaten	1
51558	chromosome pairing	1
51559	chromosoomparing	1
51560	hordeum chilense	1
51561	thigmotropism	1
51562	thigmotropie	1
51563	seed orchards	1
51564	zaadtuinen	1
51565	geo-informatie	1
51566	simulatiemodel	1
51567	groundnut butter	1
51568	pindakaas	1
51569	disabilities	1
51570	cinnamic acid	1
51571	kaneelzuur	1
51572	electroantennograms	1
51573	seasonal behaviour	1
51574	elektroantennogrammen	1
51575	seizoengedrag	1
51576	urochloa decumbens	1
51577	mite control	1
51578	mijtenbestrijding	1
51579	agricultural sciences	1
51580	agricultural statistics	1
51581	landbouwstatistieken	1
51582	pharmacy	1
51583	trinidad and tobago	1
51584	trinidad en tobago	1
51585	neonatal mortality	1
51586	neonatale sterfte	1
51587	eik	1
51588	nauwkeurigheid	1
51589	homeworkers	1
51590	thuiswerkers	1
51591	flotation	1
51592	postharvest decay	1
51593	bederf na de oogst	1
51594	polybrominated biphenyls	1
51595	stemflow	1
51596	cavitation	1
51597	embolism	1
51598	stamafstroming	1
51599	cavitatie	1
51600	vaten (plantenweefsel)	1
51601	troposphere	1
51602	troposfeer	1
51603	smectites	1
51604	smectieten	1
51605	spijsverteringsziekten	1
51606	angiosperma	1
51607	marketing policy	1
51608	bromus	1
51609	egg formation	1
51610	oogenesis	1
51611	animal tissues	1
51612	eivorming	1
51613	oögenese	1
51614	dierlijke weefsels	1
51615	beenweefsel	1
51616	tube wells	1
51617	welpijpen	1
51618	aspartic proteinases	1
51619	asparaginezuur proteïnasen	1
51620	countries	1
51621	landen	1
51622	ruilverkaveling	1
51623	gorillas	1
51624	central african republic	1
51625	centraal-afrikaanse republiek	1
51626	beschermde gebieden	1
51627	introduction	1
51628	introductie	1
51629	epoxides	1
51630	low cholesterol diets	1
51631	cholesterolarme diëten	1
51632	blood protein	1
51633	bloedeiwit	1
51634	mineral excess	1
51635	goitre	1
51636	mineraalovermaat	1
51637	struma	1
51638	saturated fatty acids	1
51639	vasodilation	1
51640	vasoconstriction	1
51641	verzadigde vetzuren	1
51642	vasodilatatie	1
51643	stripping	1
51644	semen preservation	1
51645	reproductive disorders	1
51646	strippen	1
51647	spermaconservering	1
51648	voortplantingsstoornissen	1
51649	plattelandsvernieuwing	1
51650	veenweidegebied	1
51651	gametogenese	1
51652	oxidation ditches	1
51653	oxidatiesloten	1
51654	chick embryos	1
51655	thiamin	1
51656	bursa fabricii	1
51657	bursa van fabricius	1
51658	redoxpotentiaal	1
51659	x ray crystallography	1
51660	röntgenkristallografie	1
51661	wolfraam	1
51662	alcohol oxidoreductases	1
51663	alcohol oxidoreductasen	1
51664	cerrado soils	1
51665	cerradogronden	1
51666	capital	1
51667	kapitaal	1
51668	philosophical systems	1
51669	hermeneutiek	1
51670	filosofische stelsels	1
51671	agricultural virology (general)	1
51672	landbouwkundige virologie (algemeen)	1
51673	zuigelingenvoedering	1
51674	labour disability	1
51675	performance tests	1
51676	auditory threshold	1
51677	thyroid function tests	1
51678	gehoorgrens	1
51679	schildklierfunctietoetsen	1
51680	separators	1
51681	scheidingsapparaten	1
51682	glutaminezuur	1
51683	visitor behaviour	1
51684	meuse-rhine-yssel	1
51685	bezoekersgedrag	1
51686	roodbont maas-rijn-ijsselvee	1
51687	ooien	1
51688	rootstock scion relationships	1
51689	unions	1
51690	onderstam-ent relatie	1
51691	vergroeiing van ent en onderstam	1
51692	leaf spotting	1
51693	necroses	1
51694	bladvlekkenziekte	1
51695	necrosen	1
51696	animal protection	1
51697	newspapers	1
51698	dierenbescherming	1
51699	kranten	1
51700	stieren (bulls)	1
51701	taraxacum	1
51702	versnippering	1
51703	closed systems	1
51704	shading	1
51705	beschaduwen	1
51706	bearing characteristics	1
51707	belastingskenmerken (grond)	1
51708	chromosome polymorphism	1
51709	chromosoompolymorfie	1
51710	veterinarians	1
51711	dierenartsen	1
51712	ionentransport	1
51713	sugar crops	1
51714	pulling	1
51715	tare	1
51716	dirt tare	1
51717	clean yield	1
51718	suikergewassen	1
51719	trekken	1
51720	tarra	1
51721	tarra (suikerbieten)	1
51722	schone opbrengst	1
51723	barium sulfate	1
51724	bariumsulfaat	1
51725	forces	1
51726	krachten	1
51727	polyvidone	1
51728	melts	1
51729	polyvidon	1
51730	borstels	1
51731	smelts	1
51732	sesquiterpenoid lactones	1
51733	sesquiterpenoïde lactonen	1
51734	quinones	1
51735	chinonen	1
51736	harvesting losses	1
51737	verliezen bij het oogsten	1
51738	heterorhabditis megidis	1
51739	entomophilic nematodes	1
51740	insectenparasitaire nematoden	1
51741	beta vulgaris var. saccharifera	1
51742	stocking rate	1
51743	lucerne	1
51744	veebezetting	1
51745	luzerne	1
51746	harrowing	1
51747	mechanical methods	1
51748	eggen als grondbewerking	1
51749	mechanische methoden	1
51750	internal browning	1
51751	brown core	1
51752	inwendige verbruining	1
51753	bruine pit, witlof	1
51754	domestic consumption	1
51755	binnenlandse consumptie	1
51756	soil energy relations	1
51757	bodem-energie-relaties	1
51758	categorical traits	1
51759	categorische kenmerken	1
51760	lactuca	1
51761	cell mediated immunity	1
51762	haemocytes	1
51763	haemolymph	1
51764	via de cel overgebrachte immuniteit	1
51765	rode bloedcellen	1
51766	hemolymfe	1
51767	coffee pulp	1
51768	koffiepulp	1
51769	seed anatomy	1
51770	zaadanatomie	1
51771	gibberellinezuur	1
51772	rat feeding	1
51773	rattenvoeding	1
51774	migrantenarbeid	1
51775	herrings	1
51776	storage quality	1
51777	opslagkwaliteit	1
51778	weeding	1
51779	wieden	1
51780	mutageniciteit	1
51781	numerical taxonomy	1
51782	numerieke taxonomie	1
51783	institutionele opbouw	1
51784	north-west frontier (pakistan)	1
51785	noordwestelijke grensprovincie (pakistan)	1
51786	dormancy breaking	1
51787	rustbreking	1
51788	uitlopen	1
51789	gentransfer	1
51790	runderherpesvirus 1	1
51791	cost analysis	1
51792	insecticidal plants	1
51793	insecticiden bevattende planten	1
51794	abnormalities	1
51795	biodynamic farming	1
51796	biologisch-dynamische landbouw	1
51797	percolatie	1
51798	propionic acid bacteria	1
51799	bio-ethiek	1
51800	hemostase	1
51801	food handling	1
51802	voedselbewerking	1
51803	chronic infections	1
51804	chronische infecties	1
51805	rivierwater	1
51806	wood pulp	1
51807	houtpulp	1
51808	structural policy	1
51809	structuurbeleid	1
51810	geological processes	1
51811	geologische processen	1
51812	oleïnezuur	1
51813	wood chemistry	1
51814	houtverduurzaming	1
51815	houtchemie	1
51816	kunst	1
51817	tendensen	1
51818	fertilizer injury	1
51819	beschadigingen door meststoffen	1
51820	inorganic chemistry	1
51821	anorganische scheikunde	1
51822	calf housing	1
51823	huisvesting van kalveren	1
51824	monosacchariden	1
51825	cooperative housing	1
51826	housing (general)	1
51827	coöperatieve woningbouw	1
51828	huisvesting (algemeen)	1
51829	orthomyxoviridae	1
51830	dominican republic	1
51831	dominicaanse republiek	1
51832	outdoor culture	1
51833	openluchtcultuur	1
51834	sales promotion	1
51835	water advance	1
51836	wateraanvoer	1
51837	volcanic activity	1
51838	palaeobotany	1
51839	vulkanische activiteit	1
51840	waxes	1
51841	wassen (waxes)	1
51842	spirillaceae	1
51843	kuilvoer	1
51844	ziekte van marek	1
51845	fractal geometry	1
51846	fractal meetkunde	1
51847	anions	1
51848	spectrofotometrie	1
51849	sects	1
51850	roles	1
51851	sekten	1
51852	rollen (functie)	1
51853	sociale status	1
51854	government personnel	1
51855	agricultural colleges	1
51856	job specification	1
51857	academic workers	1
51858	graduates	1
51859	functiespecificatie	1
51860	wetenschappelijke medewerkers	1
51861	beroepskeuze	1
51862	ova	1
51863	buitengewoon onderwijs	1
51864	northern hemisphere	1
51865	noordelijk halfrond	1
51866	fungus control	1
51867	schimmelbestrijding	1
51868	kleuring	1
51869	linolenic acid	1
51870	malting barley	1
51871	malting	1
51872	mouten	1
51873	melkbewaring	1
51874	geothermal energy	1
51875	geothermische energie	1
51876	amylases	1
51877	o-glycoside hydrolases	1
51878	o-glycoside hydrolasen	1
51879	bentonite	1
51880	soil conditioners	1
51881	bentoniet	1
51882	bodemverbeteraars	1
51883	stubble mulching	1
51884	stoppelonderploegen	1
51885	cyanides	1
51886	cyaniden	1
51887	neutrons	1
51888	neutronen	1
51889	envelope materials	1
51890	drain pipes	1
51891	blockage	1
51892	omhullingsmaterialen	1
51893	draineerbuizen	1
51894	blokkering	1
51895	dry deposition	1
51896	droge depositie	1
51897	growth chambers	1
51898	groeikamers	1
51899	fumigation	1
51900	fumigatie	1
51901	dextrins	1
51902	dextrinen	1
51903	acid phosphatase	1
51904	zure fosfatase	1
51905	midden-oosten	1
51906	input output analysis	1
51907	input-output analyse	1
51908	sicily	1
51909	sicilië	1
51910	river scheldt	1
51911	sunflower oil	1
51912	palm kernel oil	1
51913	zonnebloemolie	1
51914	palmpitolie	1
51915	food shortages	1
51916	shortage	1
51917	voedseltekorten	1
51918	gebrek	1
51919	acylglycerols	1
51920	diacylglycerols	1
51921	acylglycerolen	1
51922	diacylglycerolen	1
51923	kieuwen	1
51924	mucorales	1
51925	mustard	1
51926	mosterd	1
51927	organomineral complexes	1
51928	phenanthrene	1
51929	organominerale complexen	1
51930	aromatic acids	1
51931	benzoic acids	1
51932	aromatische carbonzuren	1
51933	benzoëzuren	1
51934	naphthalene	1
51935	naftaleen	1
51936	marking	1
51937	merken	1
51938	halofyten	1
51939	alvleesklier	1
51940	broadcasting	1
51941	polyphosphates	1
51942	bonen	1
51943	housing cooperatives	1
51944	desires	1
51945	tenants	1
51946	huurders	1
51947	upland rice	1
51948	rubiaceae	1
51949	drought injury	1
51950	beschadigingen door droogte	1
51951	energetische waarde	1
51952	haematologic agents	1
51953	immunosuppressive agents	1
51954	hematologische middelen	1
51955	immunosuppressieve middelen	1
51956	volcanic rocks	1
51957	vulkanische gesteenten	1
51958	multivariate statistics	1
51959	multivariate statistiek	1
51960	auchenorrhyncha	1
51961	censuses	1
51962	historical demography and family history of south-east asia	1
51963	tellingen	1
51964	gezinsgeschiedenis van zuidoost-azië	1
51965	dry matter	1
51966	droge stof	1
51967	oxides	1
51968	seedling culture	1
51969	zaailingcultuur	1
51970	maïszetmeel	1
51971	stand establishment	1
51972	aanslaan van het gewasbestand	1
51973	cannabidaceae	1
51974	feed contamination and toxicology	1
51975	verontreiniging en toxicologie van diervoeders	1
51976	types of labour, labourer types	1
51977	soorten arbeid, soorten arbeiders	1
51978	nuclear power stations	1
51979	refuse tips	1
51980	nuclear energy	1
51981	radioactive wastes	1
51982	waste disposal sites	1
51983	vuilnisbelten	1
51984	radioactief afval	1
51985	afvalstortplaatsen	1
51986	yield regulation	1
51987	working plans	1
51988	opbrengstregeling	1
51989	werkplannen	1
51990	rhizomes	1
51991	wortelstokken	1
51992	leisure policy	1
51993	recreatiebeleid	1
51994	economic situation in asia	1
51995	economische situatie in azië	1
51996	organic sulfur compounds	1
51997	organische zwavelverbindingen	1
51998	nadph-cytochrome-c2 reductase	1
51999	nadph-cytochroom-c2 reductase	1
52000	electroporatie	1
52001	monoculture	1
52002	stand density	1
52003	monocultuur	1
52004	opstandsdichtheid	1
52005	menstruatie	1
52006	glutaric acid	1
52007	dicarboxylic acids	1
52008	oxalic acid	1
52009	malonic acid	1
52010	barnsteenzuur	1
52011	dicarbonzuren	1
52012	oxaalzuur	1
52013	malonzuur	1
52014	verwarmingsapparatuur	1
52015	parasitoses	1
52016	parasitosen	1
52017	foot rot	1
52018	damping off	1
52019	voetrot	1
52020	smeul	1
52021	therapeutic diets	1
52022	therapeutische diëten	1
52023	turning	1
52024	hatching eggs	1
52025	draaien	1
52026	broedeieren	1
52027	gerantsoeneerde voeding	1
52028	sulfonates (esters)	1
52029	sulfonaten (esters)	1
52030	nonlinear programming	1
52031	niet-lineair programmeren	1
52032	food aid	1
52033	voedselhulp	1
52034	voedselvergiftiging	1
52035	liquid fertilizers	1
52036	crushing mills	1
52037	oilseed cakes	1
52038	pletmolens	1
52039	oliekoeken	1
52040	spines	1
52041	runners	1
52042	tendrils	1
52043	internodes	1
52044	doornen	1
52045	bovengrondse uitlopers	1
52046	ranken	1
52047	internodiën	1
52048	horticultural crops	1
52049	citric acid	1
52050	montmorillonite	1
52051	montmorilloniet	1
52052	atrophic rhinitis	1
52053	atrofische rhinitis	1
52054	neural transmission	1
52055	prikkelgeleiding	1
52056	pentachlorophenol	1
52057	pentachloorfenol	1
52058	remming	1
52059	dogmatics	1
52060	gammaretrovirus	1
52061	feed industry	1
52062	veevoederindustrie	1
52063	rice straw	1
52064	rijststro	1
52065	strobehandeling	1
52066	scleroproteins	1
52067	keratin	1
52068	scleroproteïnen	1
52069	keratine	1
52070	racing animals	1
52071	working animals	1
52072	duiven	1
52073	wedstrijddieren	1
52074	werkdieren	1
52075	embankments	1
52076	bedijking	1
52077	slags	1
52078	fly ash	1
52079	coal	1
52080	sintels	1
52081	vliegas	1
52082	steenkool	1
52083	silvopastoral systems	1
52084	woodland grasslands	1
52085	silvopastorale systemen	1
52086	bosweiden	1
52087	chalk	1
52088	limestone	1
52089	marl	1
52090	krijtkalk	1
52091	kalksteen	1
52092	mergel	1
52093	contraceptives	1
52094	drug effects	1
52095	teeth	1
52096	voorbehoedsmiddelen	1
52097	geneesmiddeleffecten	1
52098	id lelystad, institute for animal science and health	1
52099	tropisms	1
52100	tropismen	1
52101	mineral absorption	1
52102	mineralenabsorptie	1
52103	shores	1
52104	rivierherstel	1
52105	rivierkunde	1
52106	oevers	1
52107	mimosoideae	1
52108	mating	1
52109	paring	1
52110	tethered housing	1
52111	tuierhuisvesting	1
52112	opiumachtige peptiden	1
52113	antrachinonen	1
52114	palestina	1
52115	pulp press water	1
52116	pulpperswater	1
52117	personal support networks	1
52118	netwerken voor persoonlijke ondersteuning	1
52119	xylene	1
52120	discussion groups	1
52121	pasture plants	1
52122	weideplanten	1
52123	ice cream	1
52124	frozen yoghurt	1
52125	calcium ions	1
52126	consumptie-ijs	1
52127	diepvriesyoghurt	1
52128	calciumionen	1
52129	amine oxidoreductases	1
52130	oxidants	1
52131	oxidatiemiddelen	1
52132	methylotrophic yeast	1
52133	recombinant expression	1
52134	plattelandstoerisme	1
52135	cholic acid	1
52136	hydrolysates	1
52137	wheat bran	1
52138	maize cobs	1
52139	brewers' grains	1
52140	hydrolysaten	1
52141	tarwezemelen	1
52142	maïsspillen	1
52143	brouwgranen	1
52144	casein hydrolysate	1
52145	reverse phase liquid chromatography	1
52146	gel filtration chromatography	1
52147	molecular weight	1
52148	caseïnehydrolysaat	1
52149	vloeistofchromatografie met omgekeerde fase	1
52150	gelfiltratiechromatografie	1
52151	molecuulgewicht	1
52152	taste panels	1
52153	smaakpanels	1
52154	nonruminants	1
52155	male animals	1
52156	turkey feeding	1
52157	mannelijke dieren	1
52158	kalkoenvoeding	1
52159	piglet feeding	1
52160	digestive disorders	1
52161	biggenvoeding	1
52162	spijsverteringsstoornissen	1
52163	benzalkonium chloride	1
52164	benzalkoniumchloride	1
52165	dairy education	1
52166	opleiding melkveehouderij	1
52167	forest valuation	1
52168	boswaardebepaling	1
52169	collective agreements	1
52170	collectieve overeenkomsten	1
52171	babies	1
52172	baby's	1
52173	forestry development	1
52174	vorm	1
52175	seed size	1
52176	zaadgrootte	1
52177	human ecology	1
52178	primitive peoples	1
52179	gypsies	1
52180	sociale ecologie	1
52181	primitieve volkeren	1
52182	forms of state	1
52183	staatsvormen	1
52184	iguana	1
52185	interleukin 1	1
52186	interleukine 1	1
52187	financiële economie	1
52188	histocompatibility	1
52189	diet study techniques	1
52190	disease statistics	1
52191	voedingsonderzoektechnieken	1
52192	ziektestatistieken	1
52193	numerical mathematics	1
52194	differentiatie	1
52195	numerieke wiskunde	1
52196	animal competition	1
52197	concurrentie tussen dieren	1
52198	clonal variation	1
52199	klonale variatie	1
52200	salacca edulis	1
52201	bentazone	1
52202	macropores	1
52203	bentazon	1
52204	macroporiën	1
52205	industrial products	1
52206	industriële producten	1
52207	stagnation	1
52208	stagnatie	1
52209	public enterprises	1
52210	nationalized enterprises	1
52211	government sector	1
52212	overheidsbedrijven	1
52213	genationaliseerde bedrijven	1
52214	cultural differentiation	1
52215	culturele differentiatie	1
52216	calcium chloride	1
52217	extractants	1
52218	calciumchloride	1
52219	extraheervloeistoffen	1
52220	military aid	1
52221	emergency relief	1
52222	military personnel	1
52223	manschappen	1
52224	noodhulp	1
52225	militaire hulp	1
52226	private income	1
52227	privé-inkomen	1
52228	wings	1
52229	vleugels	1
52230	erodibility	1
52231	erosiegevoeligheid	1
52232	melinis minutiflora	1
52233	waardplanten van plantenplagen	1
52234	cotesia flavipes	1
52235	nitrification inhibitors	1
52236	acetylene	1
52237	nitrificatieremmers	1
52238	acetyleen	1
52239	confectionery industry	1
52240	cocoa industry	1
52241	zoetwarenindustrie	1
52242	cacao- en chocolade-industrie	1
52243	reflectiefactor	1
52244	tuscany	1
52245	opportunity costs	1
52246	toscane	1
52247	alternatieve kosten	1
52248	hydrological factors	1
52249	hydrodynamic displacement	1
52250	hydrologische factoren	1
52251	hydrodynamische verplaatsing	1
52252	alkalinization	1
52253	mauritania	1
52254	alkalinisatie	1
52255	pumping tests	1
52256	pompproeven	1
52257	extrapolatie	1
52258	arachis pintoi	1
52259	nests	1
52260	nesten	1
52261	cyclic compounds	1
52262	noodles	1
52263	noedels	1
52264	eiwitkinase	1
52265	ovules	1
52266	cell ultrastructure	1
52267	onbevruchte eitjes	1
52268	celultrastructuur	1
52269	aminopeptidases	1
52270	aminopeptidasen	1
52271	intensive cropping	1
52272	intensieve teelt	1
52273	gliricidia sepium	1
52274	riparian forests	1
52275	glucose-6-phosphate isomerase	1
52276	glucose-6-fosfaat isomerase	1
52277	chrysanthemums	1
52278	food sanitation	1
52279	sanitaire voedselhygiëne	1
52280	soups	1
52281	soepen	1
52282	arid climate	1
52283	droog klimaat	1
52284	pentosans	1
52285	pentosanen	1
52286	cucumber mosaic virus	1
52287	komkommermozaïekvirus	1
52288	organogenese	1
52289	birth, mortality	1
52290	infant foods	1
52291	geboorte, mortaliteit	1
52292	zuigelingensterfte	1
52293	bevolkingsstatistieken	1
52294	zuigelingenvoedsel	1
52295	gauges	1
52296	industriebeleid	1
52297	zantedeschia	1
52298	raw materials	1
52299	ruwe grondstoffen	1
52300	dietary minerals	1
52301	voedingsmineralen	1
52302	plasminogen activator	1
52303	fibrinolyse	1
52304	common cold	1
52305	verkoudheid	1
52306	deletions	1
52307	deleties	1
52308	bacterial proteins	1
52309	bacteriële eiwitten	1
52310	sulfhydryl groups	1
52311	sulfhydrylgroepen	1
52312	sunflower protein	1
52313	theileria parva	1
52314	protozoal infections	1
52315	sporozoites	1
52316	surface antigens	1
52317	protozoëninfecties	1
52318	sporozoïten	1
52319	oppervlakteantigenen	1
52320	anabole steroïden	1
52321	tarwebloem	1
52322	fractuur	1
52323	piles	1
52324	belt conveyors	1
52325	pijlers	1
52326	transportbanden	1
52327	voles	1
52328	woelmuizen	1
52329	salt marsh soils	1
52330	multispectral imagery	1
52331	kweldergronden	1
52332	multispectrale beelden	1
52333	turks and caicos islands	1
52334	turks- en caicoseilanden	1
52335	cutting	1
52336	snijden	1
52337	project implementation	1
52338	projectimplementatie	1
52339	citrates	1
52340	exudation	1
52341	exudatie	1
52342	social legislation	1
52343	social insurance	1
52344	sociale verzekering	1
52345	urban rural migration	1
52346	urbaan-rurale migratie	1
52347	credit policy	1
52348	mortgages	1
52349	kredietbeleid	1
52350	unsaturated flow	1
52351	onverzadigde stroming	1
52352	segregatie	1
52353	hen feeding	1
52354	hennenvoeding	1
52355	rabbit feeding	1
52356	age at first insemination	1
52357	konijnenvoeding	1
52358	leeftijd bij eerste inseminatie	1
52359	glycolate pathways	1
52360	glycolaatpathways	1
52361	agricultural planning	1
52362	agrarische planning	1
52363	vergunningen	1
52364	electrical engineering	1
52365	electrical equipment	1
52366	electrification	1
52367	elektrotechniek	1
52368	elektrische apparatuur	1
52369	elektrificatie	1
52370	hydroelectric schemes	1
52371	blood analysis	1
52372	bloedanalyse	1
52373	offices	1
52374	kantoren	1
52375	seed industry	1
52376	zaaizaadindustrie	1
52377	calving interval	1
52378	phagocytes	1
52379	fagocyten	1
52380	lifetime performance	1
52381	levensduurresultaat	1
52382	chromosome addition	1
52383	chromosoomadditie	1
52384	tetrachloroethylene	1
52385	tetrachloorethyleen	1
52386	taste threshold	1
52387	age differences	1
52388	smaakdrempel	1
52389	leeftijdsverschillen	1
52390	poultry fat	1
52391	gene location	1
52392	pluimveevet	1
52393	genlokalisatie	1
52394	solvent removal	1
52395	antifungal properties	1
52396	antischimmeleigenschappen	1
52397	foliage area	1
52398	oppervlakte van het gebladerte	1
52399	sponsen	1
52400	cell fusion	1
52401	celfusie	1
52402	individuals	1
52403	individuen	1
52404	overblijvende planten	1
52405	protein foods	1
52406	eiwitrijke voedingsmiddelen	1
52407	thuja occidentalis	1
52408	anther culture	1
52409	antherencultuur	1
52410	beendervorming	1
52411	botontkalking	1
52412	melkconsumptie	1
52413	ferulic acid	1
52414	ferulazuur	1
52415	pores	1
52416	pore size distribution	1
52417	poriëngrootteverdeling	1
52418	secretory granules	1
52419	contractiele eiwitten	1
52420	uitscheidingskorrels	1
52421	biological activity in soil	1
52422	biologische bodemactiviteit	1
52423	sediment water interface	1
52424	grensvlak tussen sediment en water	1
52425	horizontal transmission	1
52426	horizontale ziekteoverdracht	1
52427	phosphoglycerate kinase (gtp)	1
52428	fosfoglyceraat kinase (gtp)	1
52429	bagger	1
52430	ziekteverlof	1
52431	structural adjustment	1
52432	structurele aanpassing	1
52433	sound production	1
52434	liedjes	1
52435	geluidsproductie	1
52436	pit latrines	1
52437	uitgegraven latrines	1
52438	retention	1
52439	dysregulation	1
52440	hydraulic equipment	1
52441	dysregulatie	1
52442	hydraulische apparatuur	1
52443	rhizopus microsporus	1
52444	schimmelsporen	1
52445	guttation	1
52446	guttatie	1
52447	ranching	1
52448	extensive livestock farming	1
52449	speculation	1
52450	extensieve slachtveehouderij	1
52451	extensieve veehouderij	1
52452	speculatie	1
52453	alarm pheromones	1
52454	waarschuwingsferomonen	1
52455	inga edulis	1
52456	soil resources	1
52457	soil types (cultural)	1
52458	bruikbare grond	1
52459	bodemtypen (naar cultuur)	1
52460	decolorization	1
52461	office workers	1
52462	nazism	1
52463	ministries of agriculture	1
52464	landbouwministeries	1
52465	nazisme	1
52466	kantooremployés	1
52467	eucalyptus globulus	1
52468	trichloorethyleen	1
52469	foliage	1
52470	gebladerte	1
52471	whipped cream	1
52472	whipping cream	1
52473	strooien	1
52474	geslagen room	1
52475	slagroom	1
52476	hydrophilic polymers	1
52477	hydrogen bonding	1
52478	hydrofiele polymeren	1
52479	waterstofbinding	1
52480	dynamic loads	1
52481	dynamische belasting	1
52482	blood sugar	1
52483	semiarid soils	1
52484	semi-aride gronden	1
52485	epiphytes	1
52486	sow feeding	1
52487	zeugenvoeding	1
52488	losses from soil	1
52489	verliezen uit de bodem	1
52490	lysogeny	1
52491	bacteriocins	1
52492	lysogenie	1
52493	wettability	1
